Station Name,Street Address,Intersection Directions,City,State,ZIP,Station Phone,Extension/Second Number,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,EV Connector Types,Access Code,Access Detail Code,EV Pricing,EV On-Site Renewable Source,Restricted Access,Maximum Vehicle Class,EV Workplace Charging
DISTRICT MAIN P1 70-71,4453 Main Street,"Parkade Height Clearance 7'6, Entrance Through Back Lane, No Public Access Overnight (11:00 PM - 7:00 AM)",Vancouver,BC,V5V 0A2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.245029,-123.101649,2026-06-29,450240,J1772 TESLA,public,,Price Information not available,,0,,0
DISTRICT MAIN P1 72-73,4453 Main Street,"Parkade Height Clearance 7'6, Entrance Through Back Lane, No Public Access Overnight (11:00 PM - 7:00 AM)",Vancouver,BC,V5V 0A2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.245025,-123.101651,2026-06-29,450241,J1772 TESLA,public,,Price Information not available,,0,,0
SÉPAQ - Parc National du Mont-Tremblant - Accueil Pimbina,4456 chemin du Lac-Supérieur,,Lac-Supérieur,QC,J0T 1P0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.400043,-74.269867,2026-06-29,320777,J1772,public,,Price Information not available,,0,,0
SÉPAQ - Parc national du Mont-Tremblant - CDS Monroe,4456 chemin du Lac-Supérieur,,Lac-Supérieur,QC,J0T 1P0,888-356-8911,,24 hours daily,,,8,,FLO,https://www.flo.com,GPS,46.330549,-74.499654,2026-06-29,325518,J1772,public,,Price Information not available,,0,,0
SÉPAQ - Parc National du Mont-Tremblant - Plage Provost,4456 chemin du Lac-Supérieur,,Lac-Supérieur,QC,J0T 1P0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.402254,-74.267571,2026-06-29,331137,J1772,public,,Price Information not available,,0,,0
Grappe Industrielle des Véhicules Électriques et Intelligents,4456 chemin du Lac-Supérieur,,Lac-Supérieur,QC,J0T 1P0,,,,,,4,,Non-Networked,,GPS,46.31668986,-74.51076617,2026-01-14,447660,J1772,private,,Price Information not available,,,LD,0
SÉPAQ - Parc national du Mont-Tremblant - Plage de la Crémaillère,"4456, chemin du Lac-Supérieur",,Lac-Supérieur,QC,J0T 1P0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.336967,-74.500758,2026-06-29,361109,J1772,public,,Price Information not available,,0,,0
Sun Tower 1,4458 Beresford Street,,Burnaby,BC,V5H 0J1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.22516,-123.005061,2026-06-29,252605,J1772,public,,Price Information not available,,0,,0
WATERLOO REGION STATION 4,446 Airport Rd,,Breslau,ON,N0B 1M0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.455713,-80.387635,2026-06-29,232588,J1772,public,,Price Information not available,,0,,0
WATERLOO REGION STATION 2,446 Airport Rd,,Breslau,ON,N0B 1M0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.455712,-80.387655,2026-06-29,325406,J1772,public,,Price Information not available,,0,,0
PARKING LOTS LOT2-466 BURL,446 Burlington Ave,Parking Lot #2 found at 466 Burlington Avenue,Burlington,ON,L7S 1R4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.323128,-79.800468,2026-06-29,104915,J1772,public,,Price Information not available,,0,,0
Drummondville - Rue Lindsey Phase 2,446 Lindsay,,Drummondville,QC,J2B 1G6,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.880411,-72.483092,2026-06-29,305361,J1772,public,,Price Information not available,,0,,0
District of Sicamous,446 Main St,Enter via Finlayson St,Sicamous,BC,V0E 2V0,,,24 hours daily,,,1,,Non-Networked,,200-9,50.836732,-118.98273,2025-09-12,356056,J1772,private,,Free,,,LD,0
"Caserne - Municipalité de Saint-Léonard-d'Aston - 446, rue de l'Exposition",446 Rue de l'Exposition,,Saint-Léonard-d'Aston,QC,J0C 1M0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.109706,-72.3778777,2026-06-29,256991,J1772,public,,Price Information not available,,0,,0
PROPERTY MGR 60A - 24,446 SW Marine Dr,,Vancouver,BC,V5X 2R9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.210112,-123.115925,2026-06-29,250517,J1772,public,,Price Information not available,,0,,0
Camosun College - Interurban Campus P2,4461 Interurban Rd,,Victoria,BC,V9E 2C1,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,48.492078,-123.4158,2026-06-29,129950,J1772,public,,Price Information not available,,0,,0
Camosun College - Interurban Campus P9,4461 Interurban Rd,,Victoria,BC,V9E 2C1,888-356-8911,,24 hours daily,,,6,,FLO,https://www.flo.com,GPS,48.493044,-123.4145,2026-06-29,315996,J1772,public,,Price Information not available,,0,,0
CHILLIWACK VW LOT A,44619 Yale Rd,,Chilliwack,BC,V2R 4H2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.145309,-121.989779,2026-06-29,301636,J1772,public,,Price Information not available,,0,,0
CHILLIWACK VW LOT B,44619 Yale Rd,,Chilliwack,BC,V2R 4H2,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,49.145311,-121.98964,2026-06-29,301637,J1772,public,,Price Information not available,,0,,0
SWTCH Energy Inc.,447 Columbia St,,Kamloops,BC,V2C 2T3,844-798-2438,,24 hours daily,A D Debit M V,,4,,SWTCH,https://swtchenergy.com,GPS,50.6684,-120.331,2024-02-12,325866,J1772,public,,Price Information not available,,0,,0
MOL ATRC,447 Renaud Line,Parking Lot,Belle River,ON,N8L 0J7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,42.2833,-82.7594,2026-06-29,389718,J1772,public,,Price Information not available,,0,,0
Desjardins Entreprises Lanaudière - Clinique familiale des Prairies,447 route 131,,Notre-Dame des Prairies,QC,J6E 0M1,855-999-8378,,,,,4,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.053047,-73.417576,2026-06-29,305346,J1772,public,,Price Information not available,,0,,0
British Columbia Institute of Technology - Parking Lot 7,4475 Wayburn Ave,,Burnaby,BC,V5G 4X4,604-434-5734,,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,2,6,2,Non-Networked,,GPS,49.249413,-122.999107,2019-10-10,84744,CHADEMO J1772 NEMA520,public,,Free,SOLAR,0,,0
Swtch Energy,448 Duncan Ave W,,Penticton,BC,V2A 7N1,,,24 hours daily,A D Debit M V,,,1,SWTCH,https://swtchenergy.com,GPS,49.4852867,-119.5999692,2023-05-04,185966,J1772,private,,Free,,,,0
British Columbia's Children’s & Women’s Hospitals – Clinical Services Building,4480 Oak St,,Vancouver,BC,V6H 3N1,604-875-2345,,24 hours daily; parking fee required; Drivers must bring their own J1772 cordset for Level 1 charging,,,2,,Non-Networked,,200-9,49.244677,-123.125338,2024-08-15,94919,J1772,public,,Free,,0,LD,0
DOB FADEAR PARK,4484 Airfield Road,By washrooms at Fadear Park,Barrière,BC,V0E 1E0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,51.178419,-120.129056,2026-06-29,260433,J1772,public,,Price Information not available,,0,,0
4485 D'orléans,4485 D'orléans,,Montréal,QC,H1X 2K2,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.554109,-73.559811,2026-06-29,304290,J1772,public,,Price Information not available,,0,,0
IBEW LOCAL 303,4485 Kent Ave,,Niagara Falls,ON,L2H 1J1,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,43.1079913,-79.1209073,2026-06-29,205280,J1772,public,,Price Information not available,,0,,0
On the Run EV Fast Charge,4487 Canada Way,,Burnaby,BC,V5G 1J3,604-434-6255,,24 hours daily,A M V,,,4,ON_THE_RUN_EV,https://www.ontherunstores.com/ev-charging,GPS,49.2551,-123.0047,2026-03-12,256748,J1772,public,,Price per kWh,,0,LD,0
Griffin's Walk,449 E 44th Ave,,Vancouver,BC,V5W 1W2,800-636-0986,,,A D Debit M V,,2,,CHARGELAB,https://chargelab.co,GPS,49.230404,-123.095292,2026-06-29,225033,J1772,public,,Price Information not available,,0,,0
St-Marys Buick GMC,449 Queen Street West,,St. Marys,ON,N4X 1B7,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,43.258577,-81.158999,2026-06-29,253820,J1772,public,,Price Information not available,,0,,0
MRC du Fjord-du-Saguenay - St-Félix-d'Otis,449 rue Principale,,Saint-Félix-d'Otis,QC,G0V 1M0,855-999-8378,,,,,5,,Circuit électrique,https://lecircuitelectrique.com,GPS,48.272913,-70.625569,2026-06-29,305542,J1772,public,,Price Information not available,,0,,0
LOT 1 LOT 1-UNIT 1,4490 Blackcomb Way,DayLot 1,Whistler,BC,V0N 1B4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.114861,-122.952535,2026-06-29,232022,J1772,public,,Price Information not available,,0,,0
LOT 1 LOT 1-UNIT 2,4490 Blackcomb Way,,Whistler,BC,V0N 1B4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.114768,-122.95257,2026-06-29,232272,J1772,public,,Price Information not available,,0,,0
4490 Fabre,4490 Rue Fabre,,Montréal,QC,H2J 3V3,855-999-8378,,,A D Debit M V,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.531321,-73.575622,2026-06-29,304408,J1772,public,,Price Information not available,,0,,0
"CRD - My Chosen Cafe, Public",4492 Happy Valley Road,,Metchosin,BC,V9C 3Z3,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,48.3797381,-123.5321868,2026-06-29,452624,J1772,public,,Price Information not available,,0,,0
4492 rue Parth,4492 rue Parthenais,,Montréal,QC,H2H 2G5,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.536337,-73.571,2026-06-29,304387,J1772,public,,Price Information not available,,0,,0
Honda Chilliwack - SmartDC - 50kW,44954 Yale Rd,,Chilliwack,BC,V2R 0G5,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,49.1444561,-121.9820078,2026-06-29,307130,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Honda Chilliwack,44954 Yale Rd,,Chilliwack,BC,V2R 0G5,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,49.1444561,-121.9820078,2026-06-29,316038,J1772,public,,Price Information not available,,0,,0
Gestion Soprema Canada Inc,44955 Yale Rd W,,Chilliwack,BC,V2R 4H3,,,,,,2,,Non-Networked,,GPS,49.144949,-121.979832,2025-10-13,211593,J1772,private,,Price Information not available,,,,1
Desjardins - CdS Ste-Catherine-de-la-Jacques-Cartier,4499 Route de Fossambault,,Ste-Catherine-de-la-J.-Cartier,QC,G3N 2Z6,855-999-8378,,,,,1,,Circuit électrique,https://lecircuitelectrique.com,GPS,46.839653,-71.609483,2026-06-29,305269,J1772,public,,Price Information not available,,0,,0
45 15e ave,45 15e Avenue,,Lachine,QC,H8S 3L7,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.432817,-73.6775,2026-06-29,304116,J1772,public,,Price Information not available,,0,,0
GREENP CP261-005,45 Abell St,Green P Parking Maximum clearance 2.15m underground parking,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.641826,-79.423463,2026-06-29,311199,J1772,public,,Price Information not available,,0,,0
GREENP CP261-003,45 Abell St,Green P Parking Maximum clearance 2.15m underground parking,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.641872,-79.423479,2026-06-29,311200,J1772,public,,Price Information not available,,0,,0
GREENP CP261-004,45 Abell St,Green P Parking Maximum clearance 2.15m underground parking,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.641904,-79.423468,2026-06-29,311201,J1772,public,,Price Information not available,,0,,0
GREENP CP261-002,45 Abell St,,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.641899,-79.423485,2026-06-29,311202,J1772,public,,Price Information not available,,0,,0
GREENP CP261-001,45 Abell St,Green P Parking Maximum clearance 2.15m underground parking,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.641938,-79.423528,2026-06-29,311203,J1772,public,,Price Information not available,,0,,0
GREENP CP261-002-FC,45 Abell St,Green P Parking Maximum clearance 2.15m underground parking,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.641646,-79.423493,2026-06-29,321054,J1772COMBO,public,,Price Information not available,,0,,0
GREENP CP261-003-FC,45 Abell St,P1,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.641631,-79.423418,2026-06-29,321055,J1772COMBO,public,,Price Information not available,,0,,0
GREENP CP261-001-FC,45 Abell St,,Toronto,ON,M6J 0C7,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.641642,-79.423528,2026-06-29,321056,J1772COMBO,public,,Price Information not available,,0,,0
GREENP CP261-006,45 Abell Street,Green P Parking Maximum clearance 2.15m underground parking,Toronto,ON,M6J 0A9,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.641507,-79.423321,2026-06-29,320546,J1772,public,,Price Information not available,,0,,0
GREENP CP261-004-FC,45 Abell Street,P1,Toronto,ON,M6J 0A9,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,43.641543,-79.423378,2026-06-29,321057,J1772COMBO,public,,Price Information not available,,0,,0
PHARMASAVE 45 ARTHUR ST W,45 Arthur St W,Parking Lot,The Blue Mountains,ON,N0H 2P0,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,44.56319,-80.455763,2026-06-29,162925,J1772,public,,Price Information not available,,0,,0
Homewood Suites by Hilton,45 Benjamin Rd,,St. Jacobs,ON,N2V 0C6,519-514-0088,,24 hours daily; for guest use only,,,2,,Non-Networked,,200-9,43.507344,-80.552876,2025-01-13,449777,J1772,public,,Price Information not available,,1,LD,0
HYDRO PORT BFORD DCFC,45 Blackmore's Road,Rudy’s Gas Bar; ChargePoint 24hr EV Driver Support: 1-888-758-4389 (*Indicate you’re in Canada*); NL Hydro (Feedback & Report Issues): EVSupport@nlh.nl.ca,Port Blandford,NL,A0C 2G0,888-758-4389,,24 hours daily,,,,1,ChargePoint Network,https://www.chargepoint.com,GPS,48.359592,-54.171107,2026-06-29,201285,CHADEMO J1772COMBO,public,CREDIT_CARD_ALWAYS,Price Information not available,,0,LD,0
HYDRO PORT BFORD L2,45 Blackmore's Road,Rudy’s Restaurant & Gas Bar,Port Blandford,NL,A0C 2G0,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,48.359736,-54.170741,2026-06-29,225869,J1772,public,CREDIT_CARD_ALWAYS,Price Information not available,,0,LD,0
UdS - Centre de Collaboration MiQro Innovation,45 boul. de l'Aéroport,,Bromont,QC,J2L 1S8,855-999-8378,,,,,2,,Circuit électrique,https://lecircuitelectrique.com,GPS,45.297966,-72.72625732,2026-06-29,306016,J1772,public,,Price Information not available,,0,,0
Lexington Condominiums South Side,45 Carlton St.,,Toronto,ON,M5B 2H9,888-356-8911,,24 hours daily,,,,1,FLO,https://www.flo.com,GPS,43.66123,-79.38016,2026-06-29,384844,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Monte Carlo Inns Brampton,45 Coventry Rd,,Brampton,ON,L6T 4V7,800-636-0986,,,,,2,,CHARGELAB,https://chargelab.co,GPS,43.740058,-79.692125,2026-06-29,455650,J1772,public,,Price Information not available,,0,,0
The Torontonian (45 Dunfield Ave),45 Dunfield Ave,,Toronto,ON,M4S 2H4,800-636-0986,,,,,4,,EVSTART,https://evstart.com,GPS,43.7063,-79.39427,2026-06-29,455328,J1772,public,,Price Information not available,,0,,0
efficiencyPEI - AccessPEI - O'Leary,45 East Drive,,O'Leary,PE,C0B 1V0,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.703282,-64.229608,2026-06-29,258299,J1772,public,,Price Information not available,,0,,0
Cabox Building,45 Hebron Way Suite 102,,St. John's,NL,A1A 0P9,888-356-8911,,24 hours daily,,,4,,FLO,https://www.flo.com,GPS,47.615807,-52.727328,2026-06-29,311518,J1772,public,,Price Information not available,,0,,0
Regional Municipality of Durham,45 King St E,,Oshawa,ON,L1H 4P9,,,24 hours daily,,,2,,Non-Networked,,GPS,43.89626,-78.86103,2023-01-12,249883,J1772,public,,Price Information not available,,0,,0
BROADSTREET MAHOGANY #2,45 Masters Dr SE,,Calgary,AB,T3M 3N4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.894524,-113.90986,2026-06-29,237202,J1772,public,,Price Information not available,,0,,0
BROADSTREET MAHOGANY #4,45 Masters Dr SE,,Calgary,AB,T3M 3N4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.894483,-113.910033,2026-06-29,237203,J1772,public,,Price Information not available,,0,,0
BROADSTREET MAHOGANY #5,45 Masters Dr SE,,Calgary,AB,T3M 3N4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.894422,-113.909937,2026-06-29,237204,J1772,public,,Price Information not available,,0,,0
BROADSTREET MAHOGANY #1,45 Masters Dr SE,,Calgary,AB,T3M 3N4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.89451,-113.909935,2026-06-29,237334,J1772,public,,Price Information not available,,0,,0
BROADSTREET MAHOGANY #3,45 Masters Dr SE,,Calgary,AB,T3M 3N4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,50.894496,-113.90999,2026-06-29,237335,J1772,public,,Price Information not available,,0,,0
The Glacier Arena,45 Olympic Dr,,Mt. Pearl,NL,A1N 4K3,709-748-1100,,24 hours daily,,,1,,Non-Networked,,200-9,47.506478,-52.81784,2026-03-12,122931,J1772,public,,Free,,0,LD,0
Parlee Beach Provincial Park / Parc provincial de la plage Parlee,45 Parlee Beach Road,,POINTE-DU-CHÊNE,NB,E4P 8V5,888-356-8911,,24 hours daily,,,2,,FLO,https://www.flo.com,GPS,46.239861,-64.510694,2026-06-29,400709,J1772,public,,Price Information not available,,0,,0
Pippy Place,45 Pippy Place,,St John's,NL,A1B 3X2,800-636-0986,,,,,,4,CHARGELAB,https://chargelab.co,GPS,47.560376,-52.771423,2026-06-29,360096,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
WORLD EXCHANGE  WEP EV 1,45 R. O'Connor St,Parking Level 2,Ottawa,ON,K1P 1A4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.421119,-75.698168,2026-06-29,307735,J1772,public,,Price Information not available,,0,,0
WORLD EXCHANGE  WEP EV 2,45 R. O'Connor St,Parking Level 2,Ottawa,ON,K1P 1A4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.421145,-75.698138,2026-06-29,307736,J1772,public,,Price Information not available,,0,,0
WORLD EXCHANGE  WEP EV 3,45 R. O'Connor St,Parking Level 2,Ottawa,ON,K1P 1A4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.421169,-75.698122,2026-06-29,307737,J1772,public,,Price Information not available,,0,,0
WORLD EXCHANGE  WEP EV 5,45 R. O'Connor St,Parking Level 2,Ottawa,ON,K1P 1A4,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.421211,-75.698026,2026-06-29,307738,J1772,public,,Price Information not available,,0,,0
WORLD EXCHANGE  WEP EV 4,45 R. O'Connor St,Parking Level 2,Ottawa,ON,K1P 1A4,888-758-4389,,24 hours daily,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,45.421179,-75.698085,2026-06-29,307897,J1772,public,,Price Information not available,,0,,0
DESTINATIONPH A STATION 2,45 Rue de Seto,Stationnement clien,Gatineau,QC,J9J 4E8,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,45.417837,-75.807931,2026-06-29,232485,J1772,public,,Price Information not available,,0,,0
BRCC - Gros Morne - Épicerie,45 rue Principale,,Saint-Maxime-Du-Mont-Louis,QC,G0E 1L0,855-999-8378,,,,,,2,Circuit électrique,https://lecircuitelectrique.com,GPS,49.252664,-65.542361,2026-06-29,304743,CHADEMO J1772COMBO,public,,Price Information not available,,0,,0
Mahone Bay Centre,45 School Street,,Mahone Bay,NS,B0J 2E0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,44.4466945,-64.3805203,2026-06-29,205138,J1772,public,,Price Information not available,,0,,0
Glooscap Ventures,45 Sweetgrass Road,,Lockhartville,NS,B0P 1P0,888-356-8911,,24 hours daily,,,1,,FLO,https://www.flo.com,GPS,45.067338,-64.22108,2026-06-29,129612,J1772,public,,Price Information not available,,0,,0
45 TYLER STREET STATION 1,45 Tyler St,,Cambridge,ON,N1T 1Z6,888-758-4389,,24 hours daily,,,2,,ChargePoint Network,https://www.chargepoint.com,GPS,43.417073,-80.289428,2026-06-29,257864,J1772,public,,Price Information not available,,0,,0
