Station_ID  (PK),Station_name,Station_phone ,Location_ID (FK),Network_ID (FK),Access_code,Access_Detail_code,Access_Day_time,EV_Pricing,Date_last_confirmed,Maximum_Vehicle_Class,Ev_Workplace_charging ,Restricted_access
304606,3939 St-Jean-Baptiste,855-999-8378,7821,5,public,,,,6/29/2026,,FALSE,FALSE
304607,9098 Robert-Armour,855-999-8378,14163,2,public,,,,6/29/2026,,FALSE,FALSE
304608,14001 Notre-Dame E.,855-999-8378,11926,2,public,,,,6/29/2026,,FALSE,FALSE
304609,7650 Maurice Duplessis,855-999-8378,3199,2,public,,,,6/29/2026,,FALSE,FALSE
304610,1281 St-Jean-Baptiste,855-999-8378,6482,2,public,,,,6/29/2026,,FALSE,FALSE
304611,2076 Avenue Yves-Thériault,855-999-8378,2804,2,public,,,,6/29/2026,,FALSE,FALSE
304612,2065 52e Avenue,855-999-8378,1532,2,public,,,,6/29/2026,,FALSE,FALSE
304614,3500 52e Avenue,855-999-8378,1313,2,public,,,,6/29/2026,,FALSE,FALSE
304617,BRCC - Montréal (PAT) - Aréna Rodrigue-Gilbert,855-999-8378,7909,5,public,,,,6/29/2026,,FALSE,FALSE
304619,9175 Perras: Aréna René-Masson,855-999-8378,7900,5,public,,,,6/29/2026,,FALSE,FALSE
304620,912 route de Fondateurs,855-999-8378,7901,5,public,,,,6/29/2026,,FALSE,FALSE
304621,9361 rue Wanklyn,855-999-8378,7836,5,public,,,,6/29/2026,,FALSE,FALSE
304623,ARTM - Terminus Cartier,855-999-8378,7839,5,public,,,,6/29/2026,,FALSE,FALSE
304624,ARTM - Terminus Montarville,855-999-8378,1521,2,public,,,,6/29/2026,,FALSE,FALSE
304625,ARTM - Terminus Radisson,855-999-8378,9027,5,public,,,,6/29/2026,,FALSE,FALSE
304626,Abbaye de Saint-Benoît-du-Lac,855-999-8378,10652,5,public,,,,6/29/2026,,FALSE,FALSE
304627,Académie Lafontaine,855-999-8378,10652,5,public,,,,6/29/2026,,FALSE,FALSE
304628,Acton Vale - Gare d'Acton Vale,855-999-8378,12363,2,public,,,,6/29/2026,,FALSE,FALSE
304629,Albanel - Mairie,855-999-8378,7878,5,public,,,,6/29/2026,,FALSE,FALSE
304630,Allied - 111 Duke,855-999-8378,7878,5,public,,,,6/29/2026,,FALSE,FALSE
304631,Allied - 75 Queen,855-999-8378,7878,5,public,,,,6/29/2026,,FALSE,FALSE
304632,Alma - Centre Mario-Tremblay,855-999-8378,11713,5,public,,,,6/29/2026,,FALSE,FALSE
304633,Altitude Montréal,855-999-8378,7883,5,public,,,,6/29/2026,,FALSE,FALSE
304634,Amherst - 124 rue St-Louis,855-999-8378,7884,5,public,,,,6/29/2026,,FALSE,FALSE
304635,Amherst - 1814 rue du Village,855-999-8378,7879,5,public,,,,6/29/2026,,FALSE,FALSE
304636,Aréna Duchesnay,855-999-8378,1903,2,public,,,,6/29/2026,,FALSE,FALSE
304637,Aréna Olympia Yvan-Cournoyer,855-999-8378,1903,2,public,,,,6/29/2026,,FALSE,FALSE
304638,Aréna de Windsor,855-999-8378,1528,2,public,,,,6/29/2026,,FALSE,FALSE
304639,Aston-Jonction,855-999-8378,14549,2,public,,,,6/29/2026,,FALSE,FALSE
304640,Auberge du Couvent,855-999-8378,12210,2,public,,,,6/29/2026,,FALSE,FALSE
304641,Auberge l'Ambassadeur,855-999-8378,1487,2,public,,,,6/29/2026,,FALSE,FALSE
304643,Avenue d'Almaville - Avenue du Capitaine-Veilleux,855-999-8378,12716,10,public,,,,6/29/2026,,FALSE,FALSE
304645,Aéroport de Montréal - HotelParc SS2 (Marriott),855-999-8378,12716,10,public,,,,6/29/2026,,FALSE,FALSE
304647,BRCC - 213 Rue du Quai,855-999-8378,12716,10,public,,,,6/29/2026,,FALSE,FALSE
304648,BRCC - 5600.com,855-999-8378,12716,10,public,,,,6/29/2026,,FALSE,FALSE
304649,BRCC - Acton Vale,855-999-8378,4980,2,public,,,,6/29/2026,,FALSE,FALSE
304650,BRCC - AddÉnergie,855-999-8378,11390,2,public,,,,6/29/2026,,FALSE,FALSE
304651,BRCC - Agriscar - Trois-Pistoles,855-999-8378,7931,5,public,,,,6/29/2026,,FALSE,FALSE
304652,BRCC - Aire de service  - Rivière-Beaudette,855-999-8378,11523,5,public,,,,6/29/2026,,FALSE,FALSE
304653,BRCC - Aire de service - Melbourne,855-999-8378,7950,5,public,,,,6/29/2026,,FALSE,FALSE
304654,BRCC - Aire de service de la Baie-de-Maskinongé,855-999-8378,7980,5,public,,,,6/29/2026,,FALSE,FALSE
304655,BRCC - Alma - Centre communautaire St-Cœur-de-Marie,855-999-8378,7987,5,public,,,,6/29/2026,,FALSE,FALSE
304656,BRCC - Alma - Le Centre Alma,855-999-8378,7995,5,public,,,,6/29/2026,,FALSE,FALSE
304657,BRCC - Amqui - Bureau d’accueil touristique,855-999-8378,8046,5,public,,,,6/29/2026,,FALSE,FALSE
304658,BRCC - Amqui - Tim Hortons,855-999-8378,8048,5,public,,,,6/29/2026,,FALSE,FALSE
304659,BRCC - Ancienne-Lorette - Normandin,855-999-8378,7929,5,public,,,,6/29/2026,,FALSE,FALSE
304660,BRCC - Ange-Gardien - Thai Express,855-999-8378,3486,2,public,,,,6/29/2026,,FALSE,FALSE
304661,BRCC - Anjou - Aréna Chaumont,855-999-8378,10259,2,public,,,,6/29/2026,,FALSE,FALSE
304662,BRCC - Anjou - Couche-Tard,855-999-8378,11900,2,public,,,,6/29/2026,,FALSE,FALSE
304663,Municipalité d'Ayer's Cliff,855-999-8378,1507,2,public,,,,6/29/2026,,FALSE,FALSE
304664,BRCC - Aylmer - St-Hubert,855-999-8378,8113,5,public,,,,6/29/2026,,FALSE,FALSE
304665,BRCC - Baie Ste-Catherine - La Coop,855-999-8378,8109,5,public,,,,6/29/2026,,FALSE,FALSE
304666,BRCC - Baie des Sables - Fromagerie du Littoral,855-999-8378,8120,5,public,,,,6/29/2026,,FALSE,FALSE
304667,BRCC - Baie-Comeau - A&W,855-999-8378,9027,5,public,,,,6/29/2026,,FALSE,FALSE
304668,BRCC - Baie-Comeau-Stationnement Av. Chapais,855-999-8378,4095,10,public,,,,6/29/2026,,FALSE,FALSE
304669,BRCC - Baie-Johan-Beetz - du Nord,855-999-8378,6588,10,public,,,,6/29/2026,,FALSE,FALSE
304670,BRCC - Baie-St-Paul-Couche-Tard,855-999-8378,6588,10,public,,,,6/29/2026,,FALSE,FALSE
304671,BRCC - Beauharnois - Desjardins,855-999-8378,6588,10,public,,,,6/29/2026,,FALSE,FALSE
304672,BRCC - Beauport - St-Hubert,855-999-8378,9527,10,public,,,,6/29/2026,,FALSE,FALSE
304673,BRCC - Beaupré - Couche-Tard,855-999-8378,11269,2,public,,,,6/29/2026,,FALSE,FALSE
304674,BRCC - Berthierville,855-999-8378,4576,10,public,,,,6/29/2026,,FALSE,FALSE
304675,BRCC - Berthierville - Harvey's,855-999-8378,4576,10,public,,,,6/29/2026,,FALSE,FALSE
304676,BRCC - Bic - Shell,855-999-8378,13036,2,public,,,,6/29/2026,,FALSE,FALSE
304677,BRCC - Bois-des-Filion - Centre-ville,855-999-8378,2281,10,public,,,,6/29/2026,,FALSE,FALSE
304678,BRCC - Boisbriand - Couche-Tard,855-999-8378,1499,2,public,,,,6/29/2026,,FALSE,FALSE
304679,BRCC - Boisbriand-Shell,855-999-8378,5336,2,public,,,,6/29/2026,,FALSE,FALSE
304680,BRCC - Brossard - Couche-Tard,855-999-8378,14797,10,public,,,,6/29/2026,,FALSE,FALSE
304681,BRCC - Brossard - Dix30,855-999-8378,12317,33,public,,,,6/29/2026,,FALSE,FALSE
304683,BRCC - Bécancour - Sonic,855-999-8378,8146,5,public,,,,6/29/2026,,FALSE,FALSE
304684,BRCC - Bécancour-de Port Royal - Shell,855-999-8378,10558,10,public,,,,6/29/2026,,FALSE,FALSE
304685,BRCC - CAA Québec,855-999-8378,10558,10,public,,,,6/29/2026,,FALSE,FALSE
304686,BRCC - Caisse Desjardins de l'Envolée - Mirabel,855-999-8378,10558,10,public,,,,6/29/2026,,FALSE,FALSE
304687,BRCC - Caisse Desjardins du Haut-Saint-Laurent CdS Huntingdon,855-999-8378,1510,2,public,,,,6/29/2026,,FALSE,FALSE
304688,BRCC - Candiac - Couche-Tard,855-999-8378,1496,2,public,,,,6/29/2026,,FALSE,FALSE
304690,Mairie-Municipalité des Îles-de-la-Madeleine,855-999-8378,2775,10,public,,,,6/29/2026,,FALSE,FALSE
304691,BRCC - Cap-Chat - Halte routière,855-999-8378,2775,10,public,,,,6/29/2026,,FALSE,FALSE
304692,BRCC - Carleton-sur-Mer - Hôtel de Ville,855-999-8378,2775,10,public,,,,6/29/2026,,FALSE,FALSE
304693,BRCC - Carrefour La Pocatière,855-999-8378,2775,10,public,,,,6/29/2026,,FALSE,FALSE
304694,BRCC - Carrefour Santé Globale,855-999-8378,2775,10,public,,,,6/29/2026,,FALSE,FALSE
304695,BRCC - Carrefour de l'Estrie,855-999-8378,2775,10,public,,,,6/29/2026,,FALSE,FALSE
304696,BRCC - Carrefour de l'Érable - Plessisville,855-999-8378,1504,2,public,,,,6/29/2026,,FALSE,FALSE
304697,BRCC - Causapscal - Hôtel de Ville,855-999-8378,1503,2,public,,,,6/29/2026,,FALSE,FALSE
304698,BRCC - Rivière-du-Loup Centre commercial,855-999-8378,13526,10,public,,,,6/29/2026,,FALSE,FALSE
304700,BRCC - Chambly - Couche-Tard,855-999-8378,13526,10,public,,,,6/29/2026,,FALSE,FALSE
304702,BRCC - Chambord,855-999-8378,12222,10,public,,,,6/29/2026,,FALSE,FALSE
304703,BRCC - Chandler - Halte touristique,855-999-8378,12222,10,public,,,,6/29/2026,,FALSE,FALSE
304704,BRCC - Chapais,855-999-8378,5521,10,public,,,,6/29/2026,,FALSE,FALSE
304705,BRCC - Chibougamau - SAQ,855-999-8378,5521,10,public,,,,6/29/2026,,FALSE,FALSE
304706,BRCC - Châteauguay - Couche-Tard,855-999-8378,5521,10,public,,,,6/29/2026,,FALSE,FALSE
304707,BRCC - Châteauguay - Desjardins,855-999-8378,10468,10,public,,,,6/29/2026,,FALSE,FALSE
304708,BRCC - Coaticook - Aréna - Laurence,855-999-8378,10468,10,public,,,,6/29/2026,,FALSE,FALSE
304709,BRCC - Comfort INN / La Cage Mont-Laurier,855-999-8378,10468,10,public,,,,6/29/2026,,FALSE,FALSE
304710,BRCC - Complexe Desjardins,855-999-8378,10468,10,public,,,,6/29/2026,,FALSE,FALSE
304711,BRCC - Contrecoeur - Restaurant Gueuleton,855-999-8378,10504,10,public,,,,6/29/2026,,FALSE,FALSE
304712,BRCC - Corporation sentier des caps,855-999-8378,8166,5,public,,,,6/29/2026,,FALSE,FALSE
304713,BRCC - Coteau-du-Lac - Pavillon Wilson,855-999-8378,1497,2,public,,,,6/29/2026,,FALSE,FALSE
304714,BRCC - Danville - Dépanneur Danville,855-999-8378,1312,2,public,,,,6/29/2026,,FALSE,FALSE
304715,BRCC - Cowansville - Deragon,855-999-8378,2968,2,public,,,,6/29/2026,,FALSE,FALSE
304716,BRCC - Deschambault - Normandin,855-999-8378,1509,2,public,,,,6/29/2026,,FALSE,FALSE
304717,BRCC - Desjardins - CdS Deschaillons-sur-St-Laurent,855-999-8378,11736,10,public,,,,6/29/2026,,FALSE,FALSE
304718,BRCC - Dolbeau 6e avenue,855-999-8378,15352,10,public,,,,6/29/2026,,FALSE,FALSE
304719,BRCC - Donnacona - Normandin,855-999-8378,2364,2,public,,,,6/29/2026,,FALSE,FALSE
304720,BRCC - Dorval - Centre météorologique canadien,855-999-8378,13479,2,public,,,,6/29/2026,,FALSE,FALSE
304721,BRCC - Drummondville - Desjardins,855-999-8378,4118,10,public,,,,6/29/2026,,FALSE,FALSE
304723,Édifice 019,855-999-8378,4118,10,public,,,,6/29/2026,,FALSE,FALSE
304724,Ville de Degelis,855-999-8378,4118,10,public,,,,6/29/2026,,FALSE,FALSE
304725,Desjardins - Haut Saint-François,855-999-8378,4118,10,public,,,,6/29/2026,,FALSE,FALSE
304726,BRCC - Eastman - Ultramar,855-999-8378,1848,2,public,,,,6/29/2026,,FALSE,FALSE
304727,BRCC - Esprit-Saint - Centre Communautaire,855-999-8378,10434,5,public,,,,6/29/2026,,FALSE,FALSE
304728,BRCC - Faubourg Boisbriand - des Tourelles,855-999-8378,12776,5,public,,,,6/29/2026,,FALSE,FALSE
304729,BRCC - Ferland-et-Boilleau-Hôtel de ville,855-999-8378,1505,2,public,,,,6/29/2026,,FALSE,FALSE
304730,BRCC - Forestville - Bureau touristique,855-999-8378,15143,40,public,,,,6/29/2026,,FALSE,FALSE
304731,BRCC - Franklin - Hôtel de ville,855-999-8378,13786,2,public,,,,6/29/2026,,FALSE,FALSE
304732,Galeries de la Capitale 3,855-999-8378,14509,2,public,,,,6/29/2026,,FALSE,FALSE
304733,BRCC - Gaspé - Gare intermodale,855-999-8378,14509,2,public,,,,6/29/2026,,FALSE,FALSE
304734,BRCC - Gaspé - York - Halte,855-999-8378,13171,2,public,,,,6/29/2026,,FALSE,FALSE
304735,BRCC - Gatineau - Super Soir Buckingham,855-999-8378,8206,5,public,,,,6/29/2026,,FALSE,FALSE
304736,BRCC - Granby - Bureau d'accueil touristique,855-999-8378,8252,5,public,,,,6/29/2026,,FALSE,FALSE
304737,BRCC - Granby - COOP Fédérée,855-999-8378,3202,2,public,,,,6/29/2026,,FALSE,FALSE
304738,BRCC - Granby - Couche-Tard,855-999-8378,6652,2,public,,,,6/29/2026,,FALSE,FALSE
304739,BRCC - Grande-Vallée - Bureau d’accueil touristique,855-999-8378,1918,2,public,,,,6/29/2026,,FALSE,FALSE
304740,BRCC - Grandes-Piles - Halte 5e avenue,855-999-8378,2881,2,public,,,,6/29/2026,,FALSE,FALSE
304741,BRCC - Greenfield Park - Couche-Tard,855-999-8378,1799,2,public,,,,6/29/2026,,FALSE,FALSE
304742,BRCC - Grenville - Ultramar,855-999-8378,1527,2,public,,,,6/29/2026,,FALSE,FALSE
304743,BRCC - Gros Morne - Épicerie,855-999-8378,1524,2,public,,,,6/29/2026,,FALSE,FALSE
304744,BRCC - Saint-Roch-des-Aulnaies - Sortie 430,855-999-8378,5099,2,public,,,,6/29/2026,,FALSE,FALSE
304745,BRCC - Harrington - Centre communautaire,855-999-8378,8993,2,public,,,,6/29/2026,,FALSE,FALSE
304746,BRCC - Havre-St-Pierre - Tim Hortons,855-999-8378,1525,2,public,,,,6/29/2026,,FALSE,FALSE
304747,BRCC - Hébertville - Bercée Microbrasserie,855-999-8378,6754,2,public,,,,6/29/2026,,FALSE,FALSE
304748,BRCC - Jonquière - St-Hubert,855-999-8378,9388,2,public,,,,6/29/2026,,FALSE,FALSE
304749,BRCC - Kazabazua,855-999-8378,6699,2,public,,,,6/29/2026,,FALSE,FALSE
304750,BRCC - Kirkland - Rôtisseries St-Hubert,855-999-8378,6699,2,public,,,,6/29/2026,,FALSE,FALSE
304751,BRCC - L'Anse-Saint-Jean - Bureau touristique,855-999-8378,6709,2,public,,,,6/29/2026,,FALSE,FALSE
304752,BRCC - L'Épiphanie - Place des Moulins,855-999-8378,12237,33,public,,,,6/29/2026,,FALSE,FALSE
304754,BRCC - La Belle Québécoise - Daveluyville,855-999-8378,10962,2,public,,,,6/29/2026,,FALSE,FALSE
304755,BRCC - La Doré - Des Peupliers,855-999-8378,1502,2,public,,,,6/29/2026,,FALSE,FALSE
304756,BRCC - La Guadeloupe - Stationnement 14e Avenue,855-999-8378,1502,2,public,,,,6/29/2026,,FALSE,FALSE
304758,BRCC - La Malbaie - Rue John Nairne,855-999-8378,11437,2,public,,,,6/29/2026,,FALSE,FALSE
304759,BRCC - La Patrie - Halte Éva Senécal,855-999-8378,13270,5,public,,,,6/29/2026,,FALSE,FALSE
304760,BRCC - La Prairie - Parc Lucie-F.-Roussel,855-999-8378,1501,2,public,,,,6/29/2026,,FALSE,FALSE
304761,BRCC - La Tuque - Bibliothèque Annie-St-Arneault,855-999-8378,8388,5,public,,,,6/29/2026,,FALSE,FALSE
304762,BRCC - Labelle - Halte de Labelle,855-999-8378,11525,5,public,,,,6/29/2026,,FALSE,FALSE
304763,BRCC - Lac Saguay - Crevier,855-999-8378,11171,10,public,,,,6/29/2026,,FALSE,FALSE
304764,BRCC - Lac-Bouchette,855-999-8378,11171,10,public,,,,6/29/2026,,FALSE,FALSE
304765,BRCC - Lac-Brôme - Brûlerie Virgin Hill,855-999-8378,11171,10,public,,,,6/29/2026,,FALSE,FALSE
304766,BRCC - Lac-Brôme - Shell,855-999-8378,11171,10,public,,,,6/29/2026,,FALSE,FALSE
304767,BRCC - Lac-Mégantic,855-999-8378,11171,10,public,,,,6/29/2026,,FALSE,FALSE
304768,BRCC - Lac-Mégantic - Gare patrimoniale,855-999-8378,1506,2,public,,,,6/29/2026,,FALSE,FALSE
304769,BRCC - Lachenaie - Couche-Tard,855-999-8378,3209,2,public,,,,6/29/2026,,FALSE,FALSE
304770,BRCC - Lachine - Stationnement coin Victoria/25e Avenue,855-999-8378,13710,2,public,,,,6/29/2026,,FALSE,FALSE
304771,BRCC - Lachute - Petro-Canada,855-999-8378,13710,2,public,,,,6/29/2026,,FALSE,FALSE
304772,BRCC - Lacolle - Hôtel St-Bernard,855-999-8378,1544,2,public,,,,6/29/2026,,FALSE,FALSE
304773,BRCC - Lambton - Aréna,855-999-8378,6400,10,public,,,,6/29/2026,,FALSE,FALSE
304774,BRCC - Lasalle - Rôtisserie St-Hubert,855-999-8378,6400,10,public,,,,6/29/2026,,FALSE,FALSE
304775,BRCC - Laterrière - Nutrinor Énergies,855-999-8378,2796,2,public,,,,6/29/2026,,FALSE,FALSE
304776,BRCC - Laval - Aréna Cartier,855-999-8378,4845,10,public,,,,6/29/2026,,FALSE,FALSE
304777,BRCC - Laval - Aréna Saint-François,855-999-8378,4845,10,public,,,,6/29/2026,,FALSE,FALSE
304778,Laval - C.C. Auteuil,855-999-8378,4867,10,public,,,,6/29/2026,,FALSE,FALSE
304779,BRCC - Laval - Complexe 440,855-999-8378,4867,10,public,,,,6/29/2026,,FALSE,FALSE
304780,Laval - Cosmodôme,855-999-8378,2127,10,public,,,,6/29/2026,,FALSE,FALSE
304781,BRCC - Laval - Couche Tard -  Aristocrates,855-999-8378,2127,10,public,,,,6/29/2026,,FALSE,FALSE
304782,BRCC - Laval - Cunard,855-999-8378,2127,10,public,,,,6/29/2026,,FALSE,FALSE
304783,BRCC - L’Étape,855-999-8378,9237,10,public,,,,6/29/2026,,FALSE,FALSE
304784,BRCC - Lebel-sur-Quévillon-Place Quévillon,855-999-8378,9237,10,public,,,,6/29/2026,,FALSE,FALSE
304785,Les Promenades Gatineau - Entrée 5,855-999-8378,9623,10,public,,,,6/29/2026,,FALSE,FALSE
304786,BRCC - Les Pères Nature,855-999-8378,9623,10,public,,,,6/29/2026,,FALSE,FALSE
304787,BRCC - Les Éboulements - Pharmacie Dominic Dorion,855-999-8378,13821,10,public,,,,6/29/2026,,FALSE,FALSE
304788,BRCC - Longue-Pointe-de-Mingan - Bureau municipal,855-999-8378,13821,10,public,,,,6/29/2026,,FALSE,FALSE
304789,BRCC - Longueuil 1,855-999-8378,14088,5,public,,,,6/29/2026,,FALSE,FALSE
304790,BRCC - Longueuil 2,855-999-8378,14077,5,public,,,,6/29/2026,,FALSE,FALSE
304791,BRCC - Longueuil - Montcalm,855-999-8378,670,10,public,,,,6/29/2026,,FALSE,FALSE
304792,BRCC - Louiseville - McDonald's,855-999-8378,8407,5,public,,,,6/29/2026,,FALSE,FALSE
304793,BRCC - Lévis - Charles-Rodrigue - Shell,855-999-8378,8408,5,public,,,,6/29/2026,,FALSE,FALSE
304794,BRCC - Lévis - Complexe Pôle-Sud,855-999-8378,8409,5,public,,,,6/29/2026,,FALSE,FALSE
304795,BRCC - Lévis - Kennedy - Normandin,855-999-8378,12924,5,public,,,,6/29/2026,,FALSE,FALSE
304796,BRCC - Lévis - St Hubert,855-999-8378,12924,5,public,,,,6/29/2026,,FALSE,FALSE
304797,BRCC - Lévis - Ultramar,855-999-8378,8456,5,public,,,,6/29/2026,,FALSE,FALSE
304798,BRCC - MRC Charlevoix - Baie St-Paul,855-999-8378,8457,5,public,,,,6/29/2026,,FALSE,FALSE
304799,BRCC - Baie-Saint-Paul - Aréna,855-999-8378,8514,5,public,,,,6/29/2026,,FALSE,FALSE
304800,BRCC - MTQ - Aire de service de Rigaud,855-999-8378,8514,5,public,,,,6/29/2026,,FALSE,FALSE
304801,BRCC - MTQ - Restaurant Le Chavigny - Deschambault,855-999-8378,9286,2,public,,,,6/29/2026,,FALSE,FALSE
304802,BRCC - Magog - Bureau Touristique,855-999-8378,1851,2,public,,,,6/29/2026,,FALSE,FALSE
304803,BRCC - Magog - Microbrasserie La Memphré,855-999-8378,3004,2,public,,,,6/29/2026,,FALSE,FALSE
304804,BRCC - Maison du citoyen,855-999-8378,1314,2,public,,,,6/29/2026,,FALSE,FALSE
304805,BRCC - Manic 5 - Centrale,855-999-8378,8590,5,public,,,,6/29/2026,,FALSE,FALSE
304806,BRCC - Maniwaki - Galeries Maniwaki,855-999-8378,13937,4,public,,,,6/29/2026,,FALSE,FALSE
304807,BRCC - Mansfield et Pontefract - Caisse Desjardins des Rivières de Pontiac,855-999-8378,14005,4,public,,,,6/29/2026,,FALSE,FALSE
304808,BRCC - Marché Atwater,855-999-8378,14005,4,public,,,,6/29/2026,,FALSE,FALSE
304809,BRCC - Marieville - Crevier,855-999-8378,1531,2,public,,,,6/29/2026,,FALSE,FALSE
304810,BRCC - Mascouche - Caisse Desjardins Le Manoir,855-999-8378,3120,2,public,,,,6/29/2026,,FALSE,FALSE
304811,BRCC - Matane - Couche Tard du Phare Ouest,855-999-8378,1529,2,public,,,,6/29/2026,,FALSE,FALSE
304812,BRCC - Matane - Hôtel de ville,855-999-8378,1531,2,public,,,,6/29/2026,,FALSE,FALSE
304813,BRCC - Mont-Joli - Normandin,855-999-8378,1530,2,public,,,,6/29/2026,,FALSE,FALSE
304814,BRCC - Mont-Laurier - Saint-Hubert,855-999-8378,12240,33,public,,,,6/29/2026,,FALSE,FALSE
304815,BRCC - Mont-Saint-Hilaire - Shell,855-999-8378,11463,10,public,,,,6/29/2026,,FALSE,FALSE
304816,BRCC - Montcerf-Lytton,855-999-8378,6365,2,public,,,,6/29/2026,,FALSE,FALSE
304817,BRCC - Montmagny Ultramar,855-999-8378,6464,10,public,,,,6/29/2026,,FALSE,FALSE
304818,BRCC - Montréal - Côte-des-Neiges - Couche-Tard,855-999-8378,4307,10,public,,,,6/29/2026,,FALSE,FALSE
304819,BRCC - Montréal - Marché Maisonneuve,855-999-8378,4306,10,public,,,,6/29/2026,,FALSE,FALSE
304820,BRCC - Montréal - Maurice-Duplessis - Couche Tard,855-999-8378,14429,2,public,,,,6/29/2026,,FALSE,FALSE
304821,BRCC - Montréal Monk,855-999-8378,3201,2,public,,,,6/29/2026,,FALSE,FALSE
304822,BRCC - Morin Heights - Couche-Tard,855-999-8378,1508,2,public,,,,6/29/2026,,FALSE,FALSE
304823,BRCC - Municipalité Les Escoumins,855-999-8378,1296,10,public,,,,6/29/2026,,FALSE,FALSE
304824,BRCC - Municipalité de Godbout,855-999-8378,4124,10,public,,,,6/29/2026,,FALSE,FALSE
304825,BRCC - Municipalité de Saint-Michel-des-Saints - Hôtel de Ville,855-999-8378,1486,2,public,,,,6/29/2026,,FALSE,FALSE
304826,BRCC - Municipalité de Saint-Siméon,855-999-8378,1486,2,public,,,,6/29/2026,,FALSE,FALSE
304827,BRCC - Murdochville - Shell,855-999-8378,1512,2,public,,,,6/29/2026,,FALSE,FALSE
304828,BRCC - Namur - Carrefour Namurois,855-999-8378,11996,2,public,,,,6/29/2026,,FALSE,FALSE
304829,BRCC - Napierville - Desjardins,855-999-8378,3393,2,public,,,,6/29/2026,,FALSE,FALSE
304831,BRCC - Neuville - Shell,855-999-8378,2684,10,public,,,,6/29/2026,,FALSE,FALSE
304832,BRCC - New Richmond - Fin Gourmet,855-999-8378,4254,10,public,,,,6/29/2026,,FALSE,FALSE
304833,Ville de New Richmond - Boulevard Perron Ouest,855-999-8378,4255,10,public,,,,6/29/2026,,FALSE,FALSE
304834,BRCC - Normandin - Nutrinor/BMR,855-999-8378,4255,10,public,,,,6/29/2026,,FALSE,FALSE
304835,Notre-Dame-de-la-Merci - Hôtel de Ville,855-999-8378,4255,10,public,,,,6/29/2026,,FALSE,FALSE
304836,BRCC - Oka - Caisse Desjardins du Lac des Deux-Montagnes,855-999-8378,11902,5,public,,,,6/29/2026,,FALSE,FALSE
304837,BRCC - Orsainville - Couche-Tard - Henri Bourassa,855-999-8378,15340,5,public,,,,6/29/2026,,FALSE,FALSE
304838,BRCC - Galeries de la Capitale 1,855-999-8378,15188,5,public,,,,6/29/2026,,FALSE,FALSE
304839,BRCC - Paspébiac - Centre culturel,855-999-8378,12205,5,public,,,,6/29/2026,,FALSE,FALSE
304840,BRCC - Percé - Club Nautique,855-999-8378,12205,5,public,,,,6/29/2026,,FALSE,FALSE
304841,BRCC - Percé - Hôtel de ville,855-999-8378,12355,5,public,,,,6/29/2026,,FALSE,FALSE
304842,BRCC - Place Viau,855-999-8378,8257,5,public,,,,6/29/2026,,FALSE,FALSE
304843,BRCC - Plessisville - Desjardins,855-999-8378,8257,5,public,,,,6/29/2026,,FALSE,FALSE
304844,BRCC - Pohénégamook - Hôtel de Ville,855-999-8378,12103,5,public,,,,6/29/2026,,FALSE,FALSE
304845,BRCC - Point du Jour Aut. 40 - Lavaltrie,855-999-8378,8360,5,public,,,,6/29/2026,,FALSE,FALSE
304846,BRCC - Pointe-à-la-Croix - Restaurant Pastali,855-999-8378,6856,5,public,,,,6/29/2026,,FALSE,FALSE
304847,BRCC - Poisson-Blanc,855-999-8378,11741,5,public,,,,6/29/2026,,FALSE,FALSE
304848,BRCC - Port-Cartier - Av. Parent,855-999-8378,6865,5,public,,,,6/29/2026,,FALSE,FALSE
304849,BRCC - Prevost - Ultramar,855-999-8378,7984,5,public,,,,6/29/2026,,FALSE,FALSE
304850,BRCC - Quartier Dix30,855-999-8378,14464,5,public,,,,6/29/2026,,FALSE,FALSE
304851,BRCC - Quyon - Garage Marcotte,855-999-8378,8591,5,public,,,,6/29/2026,,FALSE,FALSE
304852,BRCC - Québec - George-Muir,855-999-8378,3520,2,public,,,,6/29/2026,,FALSE,FALSE
304853,BRCC - Québec - Pierre-Bertrand - Normandin,855-999-8378,9029,2,public,,,,6/29/2026,,FALSE,FALSE
304854,BRCC - Rawdon Shell,855-999-8378,13608,38,public,,,,6/29/2026,,FALSE,FALSE
304855,BRCC - Repentigny - Caisse Desjardins,855-999-8378,4775,10,public,,,,6/29/2026,,FALSE,FALSE
304856,BRCC - Repentigny -  Iberville - Couche-Tard,855-999-8378,2886,2,public,,,,6/29/2026,,FALSE,FALSE
304857,BRCC - Repentigny - Marché Toit Rouge,855-999-8378,2017,6,public,,,,6/29/2026,,FALSE,FALSE
304858,BRCC - Richelieu-Burger King-1,855-999-8378,13674,10,public,,,,6/29/2026,,FALSE,FALSE
304859,BRCC - Rimouski - Boul de la Rivière - Shell,855-999-8378,13674,10,public,,,,6/29/2026,,FALSE,FALSE
